,点消,拖消,目标物品,Impressions,Spend,Unique redirects,Unique interactions,Total interactions,Unique redirects rate,Unique interactions rate,CTA clicked,CTA click rate,Average duration,HTML loading,HTML loaded,HTML displayed,HTML completed,HTML loading rate,HTML completion rate,Challenge started,Challenge failed,Challenge solved,Challenge pass 25,Challenge pass 50,Challenge pass 75,Challenge failed rate,Challenge solved rate,Challenge pass 25 rate,Challenge pass 50 rate,Challenge pass 75 rate,Redirect count,Endcard shown,Redirect rate,Black view error,Rendering error,Runtime error,Black view error rate,Rendering error rate,Runtime error rate
Redirect count,0.28867513459481287,-0.28867513459481287,0.0445435403187374,0.9086654999553329,0.8588618731415221,0.9999164263923992,0.9160190555922714,0.785326316772137,0.5157947517967575,-0.030252381748286813,0.9983285976934648,0.5179242936107369,-0.21021397819634627,0.8804211612589099,0.8797526562010064,0.8901144845985107,0.6712351663045295,0.004185156376583024,-0.002841383921109811,0.7147990331633177,0.7035730876609407,0.27271502134689823,0.7251608615608219,0.7046043310302893,0.6384223302978428,0.2810101921294978,-0.22584406671262153,0.13319963278727245,0.07587532407204729,-0.019888025472629134,1.0,0.6465229570545455,0.519094177462068,0.8306727985551702,0.270367760147569,0.7841910471361457,-0.05668897034430215,-0.07886143383922894,-0.0056899049085088575
Endcard shown,0.4536323543632774,-0.4536323543632774,0.3563483225498992,0.7201215311574399,0.7609652442216928,0.6455724723446472,0.6976909674254324,0.5503857727674716,0.3045119779601808,0.06696250202532839,0.6401615193621394,0.2996321573156247,-0.22436188481642277,0.741547741289507,0.7458999402225831,0.7408781722228799,0.6309541753336567,0.14386317907444668,0.16322109868673793,0.5112159823697865,0.7061199251424098,0.49752154063327264,0.5775033199658689,0.5764989663659282,0.5122203359697272,0.43616252152163115,0.14732660846840231,0.2725146101172274,0.23301003518622884,0.1362573050586137,0.6465229570545455,1.0,0.30699741704852274,0.6730293928489319,0.257096424069313,0.6094170269626334,-0.01624655514346534,-0.05505740714519495,-0.15219578461633404
Redirect rate,0.08247860988423225,-0.08247860988423225,-0.26726124191242434,0.21557486631016043,0.21724598930481284,0.5221460878548904,0.2540106951871658,0.2212566844919786,0.9999164403591606,0.22277931054634148,0.5281189957437653,0.9949866310160428,-0.14141245743291223,0.1641042780748663,0.16477272727272727,0.204879679144385,0.06367510676530841,-0.16002700692387556,0.058327066302080406,-0.08422459893048129,0.3958786826282957,-0.19662722000322866,0.13636363636363635,0.13135026737967914,0.06450534759358288,0.662367719621941,-0.17025037025814913,0.4983288770053476,0.3592914438502674,0.18683155080213903,0.519094177462068,0.30699741704852274,1.0,0.09125856721151412,-0.2462173844945671,0.07092676707317175,-0.38893075801823973,-0.3179442856291952,-0.2948463150652114
Black view error,0.28867513459481287,-0.28867513459481287,0.40089186286863654,0.9097442881543432,0.9373224265973832,0.828234704112337,0.9155941963089275,0.7509610668156281,0.08792310937519258,0.01136648562264847,0.8273297145485089,0.09510279257024092,-0.08810499069484204,0.9174327388717968,0.9140899342120343,0.8967073499812698,0.7477643151899696,0.11451544893250484,0.053238612806081435,0.8706334736351229,0.5986947718493085,0.530024965661806,0.7807120282875137,0.7817148696854425,0.7482868230878182,0.004945119913077028,-0.10982480643301332,-0.018552565861681445,-0.008858432348370419,-0.07404312321373765,0.8306727985551702,0.6730293928489319,0.09125856721151412,1.0,0.510188412000991,0.9499752361939475,0.3115645393142468,0.18376638366473855,0.2634311431260719
Rendering error,0.16993191832376592,-0.16993191832376592,0.344151468449797,0.4352500215100719,0.4601377355291987,0.26725512159381515,0.43164035306454973,0.5596885916057057,-0.2481379443097155,0.16710361563583062,0.28252765940930086,-0.2433676462481022,0.1870847223593792,0.44835881744381045,0.44835881744381045,0.4605177006287273,0.5054908122787122,-0.021694294851148543,0.23170308046378105,0.5370806681837509,0.23274533838739428,0.37167041483023205,0.5300513138424708,0.544679970174324,0.5583587137573555,-0.3003872500759125,0.025959379974979407,0.045215846843909696,0.10810007081590176,0.1206389191003473,0.270367760147569,0.257096424069313,-0.2462173844945671,0.510188412000991,1.0,0.47714487811598144,0.33760652987514767,0.8118976254844223,0.24369365797664228
Runtime error,0.28867513459481287,-0.28867513459481287,0.3563483225498992,0.8491138435458013,0.8912684315232524,0.7819979313086494,0.8618271319834453,0.7070930292884362,0.067168577157368,0.03094940666030655,0.78168163578531,0.07828709195812353,-0.06308041610755104,0.856976008763818,0.8481101628796716,0.8350623142199842,0.6828108285623848,0.06048928972601338,0.006273528377089166,0.8375715158853088,0.5181621925053767,0.5150049434857691,0.7134496735072582,0.7221482392803831,0.7029110265128954,-0.0742388765367101,-0.07680724772028746,-0.013047848659687254,-0.008531285662103205,-0.08096357373446963,0.7841910471361457,0.6094170269626334,0.07092676707317175,0.9499752361939475,0.47714487811598144,1.0,0.3505733004217239,0.1524243318753665,0.4262981813757898
Black view error rate,0.5368489012303157,-0.5368489012303157,0.11151213215060411,-0.017557063453101963,0.1742329535060214,-0.0587005653780465,0.031268293959333976,-0.0603628562530458,-0.3900502163070347,0.14924751041973353,-0.05334448831808963,-0.3884291276338654,0.29720690741209754,0.055848182793676725,0.05116629920618287,0.01103586845623552,0.14749165735597197,-0.26295970696124316,0.1994983528635766,0.20901266015597578,-0.22035948709420808,0.11097208105390513,0.05183513971868199,0.09129672995613021,0.11938803148109337,-0.553078834426711,0.095086903704526,-0.08427390457488942,0.025248729346841872,0.06822173227491049,-0.05668897034430215,-0.01624655514346534,-0.38893075801823973,0.3115645393142468,0.33760652987514767,0.3505733004217239,1.0,0.30374944074122046,0.7226456634708546
Rendering error rate,-0.264727902824188,0.264727902824188,-0.047656469273246564,0.06953210400442998,0.10060790467680092,-0.08197612463691296,0.0739992503510833,0.2724959271458527,-0.31447453543278736,0.18715022537954948,-0.06215679514421986,-0.2998814764883796,0.3586269579908085,0.07632993540151112,0.07632993540151112,0.09594653457594528,0.1633558272384028,-0.05758654598932051,0.15480926790607258,0.2239399885952731,-0.07197647858023799,0.12704619478383583,0.22063818477383368,0.23811832265204233,0.26336741069834374,-0.3072879430590675,-0.13367020401445148,-0.05787867875229088,0.006992055151283461,0.028356668113538482,-0.07886143383922894,-0.05505740714519495,-0.3179442856291952,0.18376638366473855,0.8118976254844223,0.1524243318753665,0.30374944074122046,1.0,0.30602046935288646
Runtime error rate,0.20705152433406399,-0.20705152433406399,0.11182060336826284,-0.017570296868244722,0.11127854683221658,-0.007866114184831881,0.027945138828541605,-0.005020084819498492,-0.2952893297371729,0.14099249662996213,-0.0043511037535655965,-0.2839694646229647,0.3104027278502208,0.015394926779795376,0.004852748658848542,-0.009705497317697084,0.027027048315417072,-0.3110962293479251,-0.019830992107597048,0.18557580216079425,-0.22866522308163756,-0.01849527590407639,0.015227590619145427,0.05806564774553256,0.10441776424556863,-0.5049095953329223,-0.11802353203139174,-0.06308573256503106,-0.014892918297845528,-0.008534144193147436,-0.0056899049085088575,-0.15219578461633404,-0.2948463150652114,0.2634311431260719,0.24369365797664228,0.4262981813757898,0.7226456634708546,0.30602046935288646,1.0
